Period;Date;stage;GSPC;SHY;IEF;TLT;GLD;DBC;IGLB
2;15/07/1980;red;-0.005916165;;;;;;
2;16/07/1980;red;0.002766087;;;;;;
2;17/07/1980;red;0.015130027;;;;;;
2;18/07/1980;red;0.004940699;;;;;;
2;21/07/1980;red;0.003851206;;;;;;
2;22/07/1980;red;-0.002612029;;;;;;
2;23/07/1980;red;-0.002127851;;;;;;
2;24/07/1980;red;-0.001148195;;;;;;
2;25/07/1980;red;-0.00829298;;;;;;
2;28/07/1980;red;0.005381698;;;;;;
2;29/07/1980;red;0.007988151;;;;;;
2;30/07/1980;red;-0.001388873;;;;;;
2;31/07/1980;red;-0.004581569;;;;;;
3;1/09/1981;red;0.003820528;;;;;;
3;2/09/1981;red;0.003820528;;;;;;
3;3/09/1981;red;-0.018220099;;;;;;
3;4/09/1981;red;-0.009650266;;;;;;
3;8/09/1981;red;-0.017406482;;;;;;
3;9/09/1981;red;0.003559909;;;;;;
3;10/09/1981;red;0.014695928;;;;;;
3;11/09/1981;red;0.012235735;;;;;;
3;14/09/1981;red;-0.007811832;;;;;;
3;15/09/1981;red;-0.007376157;;;;;;
3;16/09/1981;red;-0.007514352;;;;;;
3;17/09/1981;red;-0.014469598;;;;;;
3;18/09/1981;red;-0.007597093;;;;;;
3;21/09/1981;red;0.008429346;;;;;;
3;22/09/1981;red;-0.004776506;;;;;;
3;23/09/1981;red;-0.008827552;;;;;;
3;24/09/1981;red;-0.005533933;;;;;;
3;25/09/1981;red;-0.019476615;;;;;;
3;28/09/1981;red;0.024474615;;;;;;
3;29/09/1981;red;0.003548893;;;;;;
3;30/09/1981;red;0.002070018;;;;;;
3;1/10/1981;red;0.007746613;;;;;;
